"","Variable","Coefficient","Coefficient/ATE"
"164","IN_CH_STATE_MA_x_FC_SCIENCE_LAB",-0.4083,-0.12
"165","IN_CH_MUNICIPAL_x_FC_HAS_SPORTS_QUAD",-0.4637,-0.14
"166","IN_CH_STATE_PA_x_CH_SCHOOL_LARGE_SIZE",-0.4754,-0.14
"167","IN_CH_STATE_GO_x_CH_STATE",-0.4981,-0.15
"168","IN_CH_STATE_DF_x_FC_SEWAGE_PUBLIC",-0.5094,-0.15
"169","IN_CH_STATE_SE_x_CH_SCHOOL_LARGE_SIZE",-0.5245,-0.16
"170","IN_CH_STATE_MT_x_CH_MUNICIPAL",-0.5411,-0.16
"171","IN_CH_STATE_GO_x_FC_SCIENCE_LAB",-0.5799,-0.17
"172","IN_CH_STATE_DF_x_CH_STATE",-0.596,-0.18
"173","IN_CH_STATE_AL_x_CH_SCHOOL_LARGE_SIZE",-0.6052,-0.18
"174","IN_CH_STATE_MS_x_FC_SEWAGE_PUBLIC",-0.6524,-0.2
"175","IN_CH_STATE_DF_x_FC_SCIENCE_LAB",-0.6529,-0.2
"176","IN_CH_STATE_TO_x_CH_MUNICIPAL",-0.6538,-0.2
"177","IN_CH_SCHOOL_LARGE_SIZE_x_FC_NO_SPORTS_QUAD",-0.7682,-0.23
"178","IN_CH_STATE_SP_x_FC_SCIENCE_LAB",-0.8039,-0.24
"179","IN_CH_STATE_SC_x_CH_PRIVATE",-0.8297,-0.25
"180","IN_CH_STATE_PR_x_CH_MUNICIPAL",-0.8367,-0.25
"181","IN_CH_STATE_RS_x_CH_PRIVATE",-0.8417,-0.25
"182","IN_CH_STATE_MS_x_CH_SCHOOL_LARGE_SIZE",-0.8429,-0.25
"183","IN_CH_STATE_BA_x_CH_SCHOOL_LARGE_SIZE",-0.8571,-0.26
"184","IN_CH_FEDERAL_x_FC_ANTENNA_EQUIPMENT",-0.8571,-0.26
"185","IN_CH_STATE_AC_x_CH_FEDERAL",-0.9083,-0.27
"186","CH_FEDERAL",-0.921,-0.28
"187","IN_CH_STATE_PB_x_CH_SCHOOL_LARGE_SIZE",-0.9229,-0.28
"188","IN_CH_STATE_MA_x_CH_PRIVATE",-1.154,-0.35
"189","IN_CH_STATE_MT_x_FC_SEWAGE_PUBLIC",-1.2396,-0.37
"190","IN_CH_STATE_DF_x_CH_SCHOOL_LARGE_SIZE",-1.2462,-0.38
"191","IN_CH_STATE_SP_x_CH_PRIVATE",-1.4633,-0.44
"192","IN_CH_STATE_AP_x_CH_PRIVATE",-1.5939,-0.48
"193","IN_CH_STATE_RO_x_CH_PRIVATE",-1.6953,-0.51
"194","IN_CH_STATE_RS_x_FC_NO_SPORTS_QUAD",-1.7368,-0.52
"195","IN_CH_STATE_AP_x_CH_RURAL",-1.7425,-0.53
"196","STR_TEACHERS_ONLY_FUNDEDU",-1.7592,-0.53
"197","IN_CH_STATE_RJ_x_CH_STATE",-2.2544,-0.68
"198","IN_CH_STATE_RS_x_CH_RURAL",-2.4938,-0.75
"199","IN_CH_STATE_SC_x_FC_NO_SPORTS_QUAD",-3.4584,-1.04
"200","IN_CH_STATE_RS_x_CH_FEDERAL",-4.2111,-1.27
"201","STR_TEACHERS_INCOMPLETE_FUNDEDU",-5.9149,-1.78
